,Date,Region,Country,Title,Content,URL
1400,09/09/2014,GENERAL,Across Regions ,UN chief hails new government in Iraq,"The U.N. Security Council plans to demand countries ""prevent and suppress"" the recruitment and travel of foreign fighters to join extremist militant groups like Islamic State by ensuring it is considered a serious criminal offence under domestic laws. The United States circulated a draft resolution late on Monday, to the 15-member Security Council and hopes it can be unanimously adopted at a high-level meeting chaired by U.S. President Barack Obama on September 24. ",
1401,09/09/2014,GENERAL,Across Regions ,Australia rejects UN criticism of 'human rights violations',"At an interactive General Assembly discussion on 'Responsibility to Protect', UN Secretary-General Ban Ki-moon said that the commitment to protect ""is being severely tested today"" with so many conflicts around the world. He noted that the world faces a series of conflicts that feature acts that shock the global conscience -- from the horror unfolding in Iraq and Syria, to persistent violence against civilian populations in South Sudan, the Central African Republic, Ukraine, Northern Nigeria, Pakistan Gaza and elsewhere. ",
1407,09/09/2014,CEE/CIS,Ukraine,Ukraine crisis: EU adopts new sanction on Russia,"European Union member states have formally adopted new sanctions on Russia over the Ukraine crisis. The new measures include restrictions on large Russian state-owned oil companies raising money on European financial markets. However, the new measures will come into effect ""in the next few days"", not on Tuesday as some had expected. Russia denies accusations by Ukraine and the West that it has been sending troops to help pro-Russian rebels. EU Council President Herman van Rompuy said the measures were aimed at ""promoting a change of course in Russia's actions destabilizing eastern Ukraine"".",
1408,09/09/2014,CEE/CIS,Ukraine,Pro-Russia rebels release 20 Ukrainian prisoners of war under Minsk ceasefire,"Ukrainian President Petro Poroshenko has reportedly said that almost 20 Ukrainian prisoners of war have been released under the ceasefire agreement signed between Kiev and pro-Russian rebels in Minsk, Belarus last week. Ukraine's counterterrorist operation press office said that the prisoners were Ukrainian soldiers and were released on Monday in exchange for a ""terrorist"".",
1410,09/09/2014,ESA,Lesotho,Lesotho army denies reports of insurgency,"The Lesotho military on Monday refuted rumors that deposed army chief Tlali Kamoli has seized weapons and fled to the mountains to prepare an insurgency. Prime Minister Thomas Khabane deposed Kamoli, a move that trigged a military coup late last month. The Lesotho military has accused Thabane of trying to turn what is a political crisis into a military one. After returning home following the coup, Thabane pledged to re- open parliament on Sept. 19. But due to differences over the fate of Kamoli, Thabane reportedly postponed plans to reopen parliament. ",
1411,09/09/2014,ESA,Somalia,"Al-Shabaab bombs two convoys, killing at least 12","Al-Shabaab bombed African peacekeepers and government vehicles on Monday in twin attacks that left at least 12 civilians dead, marking al-Shabaab's first major attack since promising revenge for the killing of its leader last week. The blasts within an hour of each other on the same road southwest of Mogadishu targeted a convoy of African Union (AU) troops and a Somali government convoy of police and national security forces. Civilian buses near the first blast were hit. ",
1413,09/09/2014,LAC,Brazil,A huge fire destroyed around 500 homes in a shantytown,"A huge fire destroyed around 500 homes in a shantytown - or ""favela"" - here in Brazil's largest city, leaving about 2,500 people homeless, the fire department said Monday. The blaze destroyed about 80 percent of the rickety shacks making up Buraco Quente, a slum in southern Sao Paulo, but there were no reports of any serious injuries or worse. The people who lost their homes were taken to a church near the shantytown, where they were registered by Civil Defense personnel so that they may benefit from the social programs that are available to help them in circumstances like this.",
1414,09/09/2014,LAC,Chile,Bomb blast in Chile wounds 14; government blames 'terrorists',"A bomb exploded next to an underground train station in the Chilean capital of Santiago on Monday afternoon, wounding at least 10 people, and the government said it bore the signs of ""a terrorist"" act. Cameras show device being planted, suspects escaping in car. No group claims responsibility. Chile, which returned to democracy in 1990 after a 17-year dictatorship, is normally one of Latin America's most stable countries and has not suffered an attack of this magnitude in at least 20 years.",
1415,09/09/2014,MENA,Across MENA,Arab States Back New UN Appeal by Palestinians,"Arab foreign ministers have backed Palestinian President Mahmoud Abbas's appeal to the United Nations to set a deadline for Israel to end its occupation of lands captured in the 1967 war and make way for an independent Palestinian state. The Palestinian Ambassador to Egypt, Jamal al-Shobaki, said Monday that the Arab resolution issued a day earlier calls for the Arab League chief to push the idea in the U.N. Security Council and other regional and international groups. Al-Shobaki said the foreign ministers are discussing the draft resolution.",
1416,09/09/2014,MENA,Iraq,UN chief hails new government in Iraq,"UN Secretary-General Ban Ki- moon Monday welcomed the formation of a new government in Iraq, saying that it ""is a positive step towards political stability and peace in the country"". ""The secretary-general welcomes today's announcement of the formation of a new inclusive government in Iraq and congratulates Haider al-Abadi on his confirmation as Iraq's prime minister"". ""At this challenging moment for Iraq and the region, today's decision by the Iraqi Council of Representatives is a positive step towards political stability and peace in the country.""",
1417,09/09/2014,MENA,Iraq,Iraqi Parliament Approves Partial New Cabinet,"Iraq's parliament officially named Haider al-Abadi the country's new prime minister late Monday and approved most of his proposed Cabinet amid calls by the Arab League for its members to combat the Sunni militant group violently advancing across Iraq and Syria. Speaking before parliament, Al-Abadi vowed to ""back the military operations in all the areas of confrontation against the armed gangs and the forces of terrorism and ensuring their continuation till victory is achieved."" Outgoing Prime Minister Nouri al-Maliki, former Prime Minister Ayad Allawi and former Speaker of Parliament Osama al-Nujeifi were given the largely ceremonial posts of co-vice president. Kurdish politician and former Foreign Minister Hoshyar Zebari was named as one of three deputy prime ministers. Former premier Ibrahim al-Jafaari was named foreign minister. ",
1418,09/09/2014,MENA,Iraq,"Bomber hits Iraq Sunni tribal gathering, kills 16","Iraqi officials say a suicide bomber targeted a meeting between security forces and Sunni militiamen in a small town north of Baghdad, killing at least 16 people. A police officer says Monday's attack took place in Duluiyah, some 80 kilometers (45 miles) north of Baghdad. The bomber drove his explosives-laden Humvee into the gathering of a major Sunni tribe, the Al-Jabour. ",
1419,09/09/2014,MENA,Yemen,"Yemeni police open fire at Shiite protesters marching on PM's office in capital, killing 2","Yemeni police have opened fire on Shiite protesters marching toward the prime minister's office in the capital, Sanaa, killing at least two people. The shooting erupted during a rally on Tuesday by supporters of Shiite Hawthi rebels who have been fighting against Sunni tribesmen in the country's north.
As the demonstrators marched up to the government headquarters, the police first fired tear gas to try and disperse the crowds, then started shooting.
Medical officials said two people died. Witnesses at the scene said at least three were wounded by gunshots while several were injured in a stampede that erupted after the shooting, as the protesters tried to get away from the scene. 
",
1420,09/09/2014,MENA,Syria,FSA leader declares second round of war against ISIS,"Syrian rebel leader Jamal Maarouf has issued a second declaration of war against ISIS militants, as western powers led by the United States are expected this week to unveil their plans to defeat the Al-Qaeda splinter group that controls territory in Iraq and Syria. Maarouf heads the Syria Rebel Front, one of several groups from the rebel Free Syrian Army that is receiving American weapons and training.",
1421,09/09/2014,SA,Across SA,Disaster on epic scale,"A HEROIC rescue effort led by the armed forces is underway in flood- ravaged Jammu and Kashmir, but the gargantuan scale of the unforeseen disaster threatens to overwhelm it. The worst- ever floods in Jammu and Kashmir, caused by torrential rains that lashed the Valley as well as Jammu region last week, have grown into a catastrophe. The Central and state governments have already thrown everything they have at the disaster, but relief is still a long way off.",
1422,09/09/2014,SA,Afghanistan,Afghan power sharing hope dims as Abdullah reiterates win,"Afghan presidential candidate Abdullah Abdullah insisted on Monday that he won the country's disputed election run-off, dimming hopes that a power-sharing deal could soon be agreed to end the prolonged political crisis. Abdullah repeated claims that massive ballot-rigging had denied him victory over his rival Ashraf Ghani in the race to lead Afghanistan as US-led Nato troops withdraw from their long war against Taliban insurgents. The bitter stalemate over alleged fraud in the June 14 vote has raised fears of renewed ethnic violence as the 13-year international military and civilian development effort winds down.",
1424,09/09/2014,WCA,Sierra Leone,Ebola outbreak in Sierra Leone infects WHO doctor,"A doctor with the World Health Organization in Sierra Leone has tested positive for the Ebola virus. The doctor was working at the Ebola treatment centre in the Kenema Government Hospital, which is run by Sierra Leone's health ministry. The physician had symptoms on Saturday that were confirmed yesterday as Ebola, and the evacuation is scheduled for Monday.",
1425,09/09/2014,WCA,Cameroon,Cameroon ‘kills over 100 Boko Haram fighters’,"The Cameroonian government has said its soldiers had killed ""over 100"" Boko Haram fighters during an attempted incursion by the Nigeria-based fighters into its territory. The Cameroonian army has dealt ""a severe setback"" to Boko Haram, government spokesman Issa Tchiroma Bakary said in a statement read out on state radio on Monday, adding that the clashes took place in the north of the country on Saturday.
It was not immediately possible to independently verify the information. According to the government statement, Boko Haram fighters fired two shells on the town of Fotokol in Cameroon's northern tip, on the border with Nigeria, at around 1:00 pm (1200 GMT) on Saturday.""There were no casualties reported on the Cameroonian side after the attack,"" the statement said.
",
1516,11/27/2014,CEE/CIS,Across CEE/CIS,Russian troops giving 'backbone' to Ukraine rebels,"Russian forces are still operating in eastern Ukraine, providing the backbone of separatist rebels fighting the Kiev government, NATO's Supreme Allied Commander in Europe said on 26 November after talks with Ukrainian leaders. Asked for an assessment of the situation, Breedlove said Russian troops in the east were ""training, equipping, giving backbone ...helping (separatist) forces in the field."" Russia denies sending troops or equipment to the rebels but accuses Kiev of using indiscriminate force against civilians in the two eastern territories of Donetsk and Luhansk. He said that Russian forces were also helping the rebels ""understand the advanced weaponry that is being brought across"", referring to military equipment which Kiev and the West says is being funneled into Ukraine from Russia.",
1517,11/27/2014,CEE/CIS,Ukraine,Opportunists take advantage of leadership confusion,"Since April, when pro-Russian separatists took over government buildings across the industrialized eastern Ukrainian regions of Luhansk and Donetsk, a cast of characters has come and gone in the rebel leadership. In Perevalsk, a small mining city southwest of the rebel-held city of Luhansk under control since July of Cossack fighters from Russia’s Don River basin who came to the aid of the pro-Russian separatists when the Ukrainian forces fighting the rebels controlling the area began to gain ground. In a matter of months, the Cossacks had turned Perevalsk into their fief. Their chief said he has brought stability back to a city that had been ransacked by a corrupt government “calling itself Ukraine” and took credit for getting the city’s main services back up and running, including water, heat and electricity. Constantly surrounded by armed guards as he travels between his offices on the city’s main square, the Cossack chief said he has brought order and justice to the city of about 26,000. But more important than law and order is that his men are “reviving the city’s Cossack heritage and protecting traditional Cossack lands,” he said. It remains to be seen how the situation with Luhansk’s various leaders will play out. Some speak of being part of a greater independent territory called Novorossiya, or New Russia, which includes all of eastern and southern Ukraine.",
1523,11/27/2014,ESA,Kenya,Mandera residents flee to army base,"Hundreds of people have fled to a military airstrip in Kenya's Mandera region amid fears that militants could launch a new assault. Many of them are non-Muslim civil servants who are demanding that the government evacuate them from the region. There are no reports of a specific threat, but many people in Mandera are worried that al-Shabab could strike again, especially as the festive season approaches. Six unions - including those representing doctors, teachers and civil servants - have advised members to leave until security forces can ensure their safety. The call could affect more than 10,000 teachers and 16,500 civil servants in major towns such as Mandera.",
1527,11/27/2014,LAC,Haiti,Cholera outbreak kills 132 people in 2014,"Haiti's cholera epidemic has killed 132 people and may have infected nearly 15,000 others so far this year, a OCHA report said on 26 November. The country's cholera outbreak started in 2010 and ""an unacceptable number of people have been affected, with nearly 712,330 suspected cases and an estimated 8,655 deaths,"" the OCHA report said, citing Haiti's public health ministry. In 2014, there have been a suspected 14,869 cases and 132 deaths recorded, the report said.",
1529,11/27/2014,MENA,Algeria,Army kills suspect in beheading of Frenchman,"Algeria’s military has killed a suspect in the abduction and beheading of Frenchman Hervé Gourdel in September, the Algerian Justice Minister said on 26 November. “It emerges from the investigation on the assassination of French national Hervé Gourdel that one of those who committed this murder, ... was killed by the army during an anti-terrorist operation in October,” the Algerian Justice Minister told state news agency APS. The Jund al-Khalifa fi Ard al-Jazayer claimed responsibility for the killing, saying it was in retaliation for France’s intervention in Iraq.",
1530,11/27/2014,MENA,Egypt,Gunmen kill three soldiers in Sinai,"Three Egyptian soldiers, including a colonel, were shot dead by gunmen in northern Sinai on 26 November, the interior ministry said. Gunmen in a car ambushed the soldiers while they travelling in a pick-up truck in North Sinai’s provincial capital of el-Arish, the ministry added in a statement.  The attack came several days after two policemen were killed in a roadside bombing at the entrance to the town.",
1531,11/27/2014,MENA,Egypt,Court jails 78 minors aged 13 to 17 for pro-Morsi protests,"An Egyptian court sentenced 78 minors to between two and five years in prison on 26 November for joining demonstrations calling for the return of ousted president Mohamed Morsi, judicial sources said. The authorities have engaged in a crackdown on Morsi's supporters since the army ousted him in 2013, with hundreds jailed in mass trials the UN has described as ""unprecedented in recent history"". A court in the city of Alexandria sentenced 78 boys aged between 13 and 17 for joining the Muslim Brotherhood's rallies during the past three months, a judicial official said. ""The 78 minors, members of the Muslim Brotherhood, were arrested for participating in protests organised by the group calling for the downfall of the regime in which they blocked roads and transportation, and terrified citizens,"" state agency Mena reported.",
1533,11/27/2014,MENA,Lebanon,Two Syrian refugee infants die of cold,"Two Syrian infants died from the cold over the weekend on the outskirts of the Lebanese border town of Arsal, where thousands of Syrians are living in unheated tents in freezing temperatures, Lebanon's Daily Star reported. A 3-day-old girl, identified as the daughter of Syrian refugee, died from pneumonia in a field hospital in Arsal, after spending two days in an incubator. ""The baby was born in a tent in the vicinity of Arsal without proper medical attention and in cold weather, contracting pneumonia and inflammation around the navel,"" said a Syrian doctor at Arsal's field hospital. In a similar incident, another baby girl, born to a Syrian couple, arrived at Arsal's al-Rahma hospital after having died from the freezing weather, the hospital director reported. The second victim was born less than 48 hours earlier, he said. The two deaths occurred as Lebanon witnessed rain and snow storm that cut off roads in the mountains. The Lebanese Prime Minister launched a campaign to support efforts to help ease the burden on both Syrian refugees and their Lebanese hosts. The Lebanese Support Growth Fund Campaign to help the Supportive Environment for Syrian Refugees opened in downtown Beirut.",
1534,11/27/2014,MENA,Syria,UN seeks more cross-border aid deliveries to Syria,"The UN Security Council will move to allow cross-border deliveries of relief supplies to Syria for another year, the president of the council said Tuesday, as new figures showed more Syrians were in need of aid. The Council in July agreed in a resolution to allow truckloads of much-needed aid to cross into rebel-held Syrian territory without the consent of the Damascus regime. The UN's top humanitarian aid official Valerie Amos asked the council to renew authorization for the aid deliveries that are due to end in January. While the convoys have not reached as many people in need as hoped, ""they have made a difference,"" said Amos, the Under-Secretary General for Humanitarian Aid. Over the past six months, 30 UN convoys carrying food aid, medical supplies, water and sanitation equipment have been sent from Turkey and Jordan. ",
1536,11/27/2014,MENA,Yemen,Six people dead as militia attack tribal bastion,"Militiamen seized on 26 November the Sanaa headquarters of an influential tribe after overnight clashes that killed six people, sources from both sides said. The fighting erupted in a northern district of Sanaa, near the seat of power of the Al-Ahmar clan, which heads the powerful Hashid tribe, the sources said. A source said six people were killed in the fighting that raged all night and culminated with Houthi militiamen seizing the house where Al-Ahmar clan had its main headquarters. The house was initially the home of Sheikh Abdullah al-Ahmar, the late leader of Hashid, and holds significant symbolism for the tribe. It was unclear how many people were present inside the house, which is adjacent to the homes of other key members of the Al-Ahmar clan, when the clashes erupted.",
1540,11/27/2014,WCA,Across Region,Cameroon army says frees 16 hostages from CAR,"The Cameroonian army has freed 16 hostages who were abducted by rebels from CAR in October, Cameroon's government said on 26 November. However, the rebel force, the Democratic Front of the Central African People (FDPC), said in a statement it had voluntarily handed over the group following the intervention of former CAR minister. The FDPC abducted a Polish priest on 12 October in western CAR, hoping to use him and 15 Cameroonian hostages as bargaining chips to secure the release of their own leader who was arrested in Cameroon in 2013. It said in a statement that it had released its captives at the former CAR minister's request as a gesture of good faith in a step towards possible political talks. It was not immediately clear if Cameroon had made any commitment about the FDPC leader's fate. The brother of one of the hostages said the hostages were released in two groups on 25 and 26 November in the towns of Baboua and Beloko where they were abducted in mid-October.",
1542,11/27/2014,WCA,Nigeria,Boko Haram kills 20 villagers near Chibok,"Suspected Boko Haram gunmen killed at least 20 people in an attack on two villages on the outskirts of Chibok, the town where more than 200 schoolgirls were abducted in April, said a Nigerian civilian defense officer. Attackers struck Kamtahi and Galtimari villages, burning houses and forcing residents to flee, a spokesperson of a Nigerian civilian militia, reported. ""Virtually every house in the two villages were burnt to ash,"" he said. ""The villages were totally razed down as residents fled for their lives, some with injuries."" The Borno State police command spokesperson reported that he was not aware of the incident.",
1543,11/27/2014,WCA,Sierra Leone,Ebola burial workers dump bodies in pay protest,"Burial workers in Sierra Leone have dumped bodies in the street outside a hospital in protest at authorities' failure to pay bonuses for handling Ebola victims. Residents said up to 15 corpses had been abandoned in the eastern town of Kenema, three of them at a hospital entrance to stop people entering. A spokesman for the striking workers said they had not been paid their weekly hazard allowance for seven weeks. Authorities acknowledged the money had not been paid but said that all the striking members of the Ebola Burial Team would be dismissed.",
1544,11/27/2014,WCA,Togo,Opposition slams president over refusal to reform,"Togo`s opposition on 26 November slammed the President`s rejection of political reform before next year`s general election, but vowed to keep up the pressure on him to act. The President said on that he will not bow to demands to restrict the number of presidential mandates to two five-year terms. Currently, there is no limit on how many terms a president can serve. Police in Lome, last week fired teargas at protesters marching for political reform after they defied government orders not to approach the national assembly. Another demonstration has been called for this Friday, when members of 16 human rights organisations will take to the streets calling for institutional and constitutional reform.",
1731,12/18/2014,GENERAL,Across Regions ,"Nearly 5,000 immigrants died in 2014 searching for a better life","Nearly 5,000 migrants lost their lives this year in hope of finding a better deal for themselves and their families in another country, making 2014 the deadliest year ever for migrants, according to a report released by the International Organization for Migration (IOM). The report says 4,868 people died on the journey to destinations where they believed a better future awaited them and their families, a figure that doubles the 2,378 deaths registered in 2013. The greatest number of fatalities occurred in the Mediterranean, where 3,224 people drowned in vessels that were unsuitable for navigation. ",
1732,12/18/2014,GENERAL,Across Regions ,Hundreds of M23 rebels escape repatriation ,"About 1,000 former fighters from Democratic Republic of Congo's rebel group M23 have escaped from a camp in Uganda where they were being held as soldiers tried to repatriate them, the Ugandan army has said. The rebels escaped from the camp in Bihanga, about 300km southwest of the Ugandan capital Kampala, as they feared for their safety if they were sent back to the Democratic Republic of Congo, a Uganda army spokesman said. Several of the ex-rebels were wounded by gunshots after those in the camp refused to board army trucks sent in before dawn to take them to the airport, according to M23 chief Bertrand Bisimwa.",
1733,12/18/2014,CEE/CIS,Ukraine,"Prime Minister appeals for help from NATO, EU","The Ukrainian premier said that, while visiting NATO headquarters in Brussels, he had asked the alliance for help in shaping a new defense and security strategy for his country. ""It's difficult for us to fight with a nuclear state that is armed to the teeth,"" The Ukrainian PM said, accusing Russia of seeking to eradicate an independent Ukraine. Prime Minister claims that Russian aggression has caused Ukraine to lose some 20% of its economic output. The country has also had to dramatically increase military spending.",
1734,12/18/2014,CEE/CIS,Ukraine,"EU says Ukraine needs $15 billion, has limited ability to help","The International Monetary Fund (IMF) estimates Ukraine needs another $15 billion in financing to withstand an economic crisis but the EU has only limited capacity to help, European Commission President said on 17 December. An IMF team visited Kiev last week for talks on its existing $17 billion bailout package. The European Commission President said he expected Ukraine to request another $2.5 billion from the EU but he said the EU's member governments would have to chip in as the EU's executive Commission did not have enough money in its budget. ",
1735,12/18/2014,CEE/CIS,Ukraine,"During visit, senior UN official pledges broad support for Government","The top UN political official today voiced the Organization’s “unwavering commitment” in helping Ukraine address the range of political, humanitarian, security and development challenges it continues to face amid ongoing fighting in the country’s east. In late February 2014, the situation in Ukraine transcended what was initially seen as an internal Ukrainian political crisis into violent clashes in parts of the country, later reaching full- scale conflict in the east. The latest figures from the OHCHR, and the WHO, paint a stark picture of the reality on the ground for millions of people living in the regions directly affected by the conflict, such as Donetsk, Luhansk, Zaporizhzhia and Dnipropetrovsk, where hundreds of thousands of IDPs remain trapped.",
1736,12/18/2014,CEE/CIS,Uzbekistan,Investigate Uzbekistan’s forced labor: HRW,"The World Bank’s internal watchdog should investigate whether bank projects are contributing to forced labor in Uzbekistan, the Cotton Campaign said. The Cotton Campaign, a coalition of human rights, labor, investor, and business organizations dedicated to ending forced labor in the cotton sector of Uzbekistan, echoed calls that independent Uzbek groups made in a November 2014 letter to the Inspection Panel. The World Bank Inspection Panel will decide by 19 December whether existing bank projects benefit the forced labor system under which Uzbek authorities forcibly mobilize more than a million citizens each year to pick cotton. ",
1737,12/18/2014,EAP,Cambodia,Alarm over surge in HIV cases in Cambodia ,"Panic has struck a small community in Cambodia’s northwestern province of Battambang after more than 100 villagers, including 19 children, tested positive for HIV in the past week, officials said. Teng Kunthy, secretary-general of the National AIDS Authority, said that as of Wednesday, 106 villagers in Roka Commune had been diagnosed with HIV since December 8. Police are questioning an unlicensed doctor who has been accused by many in the community of about 9,000 people of spreading the disease by allegedly providing medical treatment to patients using the same needle.",
1738,12/18/2014,EAP,China,China approves experimental Ebola vaccine for clinical trials,"China has approved a domestically developed experimental Ebola vaccine for clinical trials, the official Xinhua news agency said on Thursday, citing the People's Liberation Army logistics unit. Scientists around the world are racing to develop Ebola vaccines after the world's worst outbreak of the virus.  The Chinese vaccine is being developed by the Academy of Military Medical Sciences, Xinhua said, a military research unit which is also involved in developing a drug to treat the disease.",
1739,12/18/2014,ESA,Kenya,Angry lawmakers force delay in vote on Kenyan security law,"Kenyan opposition lawmakers disrupted a vote on Thursday to authorise tough terrorism-related measures that rights activists say threaten civil liberties and free speech, forcing the parliamentary speaker to postpone the session. Television footage showed members of the opposition yelling, tearing up papers and shouting down the speaker of parliament, Justin Muturi, who then suspended the session and said it would resume in the afternoon. Journalists were barred from the parliament's press gallery and the live transmission was discontinued.",
1740,12/18/2014,LAC,Across LAC,Tolerance of child sex crimes in LAC thwarts convictions,"Latin America must tackle a social tolerance of children being sold for sex work and the growing online sex trade to boost low conviction rates for child sex trafficking, a rights group said. ECPAT International, which campaigns against the sexual exploitation of children, said there are on average just nine convictions each year for child sex exploitation, including trafficking, in any Latin American country. There are no reliable data on the prevalence of children being sexually exploited in Latin America. Anti-trafficking groups estimate two million children are sold for sex every year, in a crime that all too often goes unpunished.",
1741,12/18/2014,LAC,Colombia,Colombia rejects FARC's verification proposal for a cease-fire,"Colombia's government has welcomed a plan by the Revolutionary Armed Forces of Colombia to call an indefinite cease-fire but said it rejected the FARC's condition that independent verification be implemented for it to begin, it said in a statement on Thursday. Announcing its cease-fire plans on Wednesday, the FARC said it would call it off if attacked by government forces, though the government has repeatedly rejected calls for a bilateral cease-fire, leaving the viability of the offer in doubt. The FARC, which is in peace talks with the government, has said for its cease-fire to begin, it would need to be monitored by independent observers.",
1742,12/18/2014,LAC,Cuba,"US, Cuba restore ties after 50 years","The US and Cuba agreed on 17 December to restore diplomatic ties that Washington severed more than 50 years ago. After 18 months of secret talks, US President Barrack Obama and Cuban President Raul Castro agreed in a phone call on a breakthrough prisoner exchange, the opening of embassies in each other's countries, and an easing of some restrictions on commerce. The Vatican and Canada facilitated the deal. Obama said he was ending what he called a rigid and outdated policy of isolating Cuba that had failed to achieve change on the island. His administration's policy shift includes an opening to more commerce in some areas, allowing use of US credit and debit cards, increasing the amount of money that can be sent to Cubans and allowing export of telecommunications devices and services. ",
1743,12/18/2014,LAC,Haiti,President meets with opposition amid unrest,"The Haitian President met with opposition leaders in a bid to stabilize the politically fractious country as pressure mounted on him to appoint an interim prime minister. Opposition leaders said they discussed how the President could implement the recommendations, which include renewing the membership of the electoral council, and freeing several people the opposition considers political prisoners. Two brothers who spent 17 months in prison after accusing the presidential family of corruption were released on 17 December afternoon. The Haiti President's administration also is drafting a list of candidates for an interim PM to steer the troubled country through political unrest.",
1744,12/18/2014,MENA,Across MENA,UN and partners seek US$8.4 billion for new Syria programme in 2015,"As Syria's war heads towards a fifth year, the UN and partners today launched a major new humanitarian and development appeal, requesting more than US$8.4 billion to help nearly 18 million people in Syria and across the region in 2015. The appeal includes two main elements: support for more than 12 million displaced and conflict-affected people inside Syria, and addressing the needs of the millions of Syrian refugees in the region and the countries and communities hosting them.",
1745,12/18/2014,MENA,Egypt,Ninth Egyptian dies of H5N1 bird flu: Health Ministry,"A 20-year-old Egyptian woman died from avian influenza on 17 December, the ninth death in the country from the virus out of 18 identified cases, the Health Ministry said. The Ministry spokesperson said the woman came to a hospital in the province of Assiut on 15 December ""in severe respiratory distress"". She was then transferred to another hospital where she died.  Out of the nine other infected patients, seven have been discharged and two others are still sick in hospital, he said.  According to the WHO, from 2003 through 2 October 2014, there have been 668 laboratory-confirmed human cases of H5N1 infection officially reported from 16 countries. Of these cases, 393 have died.  ",
1746,12/18/2014,MENA,Iraq ,ISIL 'executes 150 women for refusing to marry militants' and buries them in mass graves,"ISIL has executed at least 150 women for refusing to marry militants in Iraq, Turkish media has reported. A statement released by Iraq's Ministry of Human Rights on Tuesday said the militants had attacked women in the western Iraqi province of Al-Anbar before burying them in mass graves in Fallujah. Some of the women killed were pregnant at the time, according to the Anadolu Agency. ""At least 150 females, including pregnant women, were executed in Fallujah by a militant named Abu Anas Al-Libi after they refused to accept jihad marriage,"" the statement said.",
1747,12/18/2014,MENA,State of Palestine,Palestinian UN draft calls for Israel occupation end by 2017,"Jordan formally submitted to the UN SC on Wednesday a draft resolution calling for peace between Israel and the Palestinians within one year and an end to Israel's occupation of Palestinian territories by the end of 2017. The Palestinian-drafted resolution was formally submitted to the 15-member council, which means it could be put to a vote as soon as 24 hours later, but it does not guarantee it will happen. Some drafts formally submitted have never been voted. Diplomats say negotiations on the text could take days or weeks. Jordan's UN envoy Dina Kawar said she hoped the council could reach a unanimous decision on the resolution.",
1748,12/18/2014,MENA,Syria,"Syria, UN discuss ‘freeze’ in Aleppo fighting","The Syrian regime is in talks with a UN peace envoy over a possible ""freeze"" in fighting in the northern city of Aleppo, UN and pro-regime sources said Wednesday.  Deputy UN envoy Ramzy Ezzeldin Ramzy presented Monday a copy of a plan for Aleppo to Deputy Foreign Minister Faisal Muqdad, ""and the Syrian side asked for time to study it,"" daily newspaper Al-Watan said.",
1749,12/18/2014,MENA,Syria,230 bodies “found in mass grave” in Deir al-Zour,"The bodies of more than 230 people believed to have been killed by ISIL have been found in a mass grave in eastern Syria, activists say.  The Syrian Observatory for Human Rights said they were thought to be members of a tribe that fought the jihadist group in Deir al-Zour province in the summer.  The mass grave was discovered after the Sheitat were allowed to return to their homes by IS leaders, it added.",
1750,12/18/2014,MENA,Yemen,Shiite militiamen seize state offices,"Shiite Huthi militiamen have stormed government installations in Sana’a, tightening their grip on power in the city they overran in September, witnesses said on 17 December.  Gunmen from the Ansarullah movement occupied the headquarters of the state-owned Safer oil and gas company and barred employees from entering the premises, company sources said.  The movement appointed a new chief for Safer, the country's largest producer of natural gas and second-largest oil producer, the sources reported.  In another show of force, militiamen stormed the headquarters of state television and radio, according to sources at both media.  They have said the move is part of their fight against alleged corruption. ",
1751,12/18/2014,SA,Afghanistan,"Insurgents storm bank in south, killing 10 people","Afghan insurgents stormed a bank in the country’s restive southern province of Helmand on Wednesday, killing at least 10 people including three policemen, authorities said.  In the attack, in the provincial capital, Lashgar Gah, five suicide bombers raided the city’s branch of the New Kabul Bank. One of the attackers blew himself up at the front entrance to allow the other four in, said Omer Zawaj, the spokesman for the provincial governor.  Once inside, other attackers fired at security forces, who arrived and surrounded the building, Zawaj said.  Helmand police spokesman, Fareed Obaid, said three police officers were among those killed.",
1752,12/18/2014,SA,Afghanistan,Suicide bomber kills one on outskirts of Kabul,"One policeman was killed and two were injured on the outskirts of Kabul on 18 December, in a blast caused by a suicide bomber attempting to enter Kabul in a vehicle laden with explosives, an interior ministry spokesperson said. ""A patrol was sent around 7 a.m. to 7:30 a.m. to look for the suicide car bomber, but unfortunately the bomber was able to detonate his explosives,"" the spokesperson reported. The attack took place in a village just beyond the airport, he said.",
1753,12/18/2014,SA,Pakistan,Pakistan court grants bail to alleged Mumbai attacks mastermind,"A court in Pakistan on Thursday granted bail to Zaki-ur-Rehman Lakhvi, the man accused of masterminding the 2008 terror attacks in Mumbai, lawyers told Agence France Presse.  Relations between the two nuclear-armed rivals worsened dramatically after the carnage in Mumbai, in which 10 gunmen attacked luxury hotels, a popular cafe, a train station and a Jewish center. Pakistan has had five Mumbai suspects in custody for more than five years and the failure to advance their trials has been a source of particular irritation in perennially-frosty ties with India.",
1754,12/18/2014,WCA,Across WCA,Donors and WHO responded too slowly to West Africa Ebola outbreak - report,"WHO and the nations that fund it failed to respond quickly and effectively to the deadly West Africa Ebola outbreak despite repeated warnings by aid agencies, a UK parliamentary committee said on Thursday. Ebola cases are rising dramatically in Sierra Leone, and the House of Commons International Development Committee said the  international response was still ""being outpaced on all fronts"" by the spread of the Ebola virus in the former British colony.",
